name,target,equipment,Level,gym,home,goal,bodyPart,type,sets,cluster
Bottoms-Up Clean From The Hang Position,forearms,kettlebell,Beginner,1,0,Gain Muscle,lower arms,weight,3,29
Seated One-Arm Dumbbell Palms-Up Wrist Curl,forearms,dumbbell,Beginner,1,1,Gain Muscle,lower arms,weight,4,29
Palms-Up Dumbbell Wrist Curl Over A Bench,forearms,dumbbell,Beginner,1,1,Gain Muscle,lower arms,weight,3,29
Seated palms-down wrist curl,forearms,dumbbell,Beginner,1,1,Gain Muscle,lower arms,weight,4,29
Palms-Down Dumbbell Wrist Curl Over A Bench,forearms,dumbbell,Beginner,1,1,Gain Muscle,lower arms,weight,4,29
Seated One-Arm Dumbbell Palms-Down Wrist Curl,forearms,dumbbell,Beginner,1,1,Gain Muscle,lower arms,weight,5,29
Seated Dumbbell Palms-Up Wrist Curl,forearms,dumbbell,Beginner,1,1,Gain Muscle,lower arms,weight,5,29
Partner farmer's walk,forearms,dumbbell,Beginner,1,1,Gain Muscle,lower arms,weight,4,29
Dumbbell suitcase carry,forearms,dumbbell,Intermediate,1,1,Gain Muscle,lower arms,weight,3,31
Suitcase Dumbbell Carry,forearms,dumbbell,Intermediate,1,1,Gain Muscle,lower arms,weight,4,31
Side plank with dumbbell external rotation,forearms,dumbbell,Intermediate,1,1,Gain Muscle,lower arms,weight,5,31
Rickshaw Carry,forearms,weighted,Beginner,1,0,Gain Muscle,lower arms,weight,3,29
Dumbbell farmer's walk,forearms,weighted,Intermediate,1,0,Gain Muscle,lower arms,weight,3,31
Wrist Roller,forearms,weighted,Beginner,1,0,Gain Muscle,lower arms,weight,5,29
Standing Olympic Plate Hand Squeeze,forearms,weighted,Beginner,1,0,Gain Muscle,lower arms,weight,4,29
Plate Pinch,forearms,weighted,Beginner,1,0,Gain Muscle,lower arms,weight,5,29
Landmine Press and Catch,forearms,weighted,Intermediate,1,0,Gain Muscle,lower arms,weight,5,31
Plate halo,forearms,weighted,Intermediate,1,0,Gain Muscle,lower arms,weight,3,31
Bryant Wrist Curl,forearms,weighted,Intermediate,1,0,Gain Muscle,lower arms,weight,3,31
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,forearms,cable,Beginner,1,0,Gain Muscle,lower arms,weight,3,29
Cable Wrist Curl,forearms,cable,Beginner,1,0,Gain Muscle,lower arms,weight,4,29
Single-arm cable push-down,forearms,cable,Intermediate,1,0,Gain Muscle,lower arms,weight,4,31
Wrist Circles,forearms,body weight,Beginner,1,1,Gain Muscle,lower arms,duration,5,29
Kneeling Forearm Stretch,forearms,body weight,Beginner,1,1,Gain Muscle,lower arms,duration,3,29
Hip Extension with Bands,glutes,band,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
Hip Lift with Band,glutes,band,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
HM Monster Walk,glutes,band,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
UNS Banded Glute Bridge,glutes,band,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
FYR2 Banded Glute Bridge,glutes,band,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Piriformis SMR,glutes,Foam Roll,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Barbell glute bridge,glutes,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Barbell Hip Thrust,glutes,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Kneeling Squat,glutes,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Kneeling Jump Squat,glutes,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
UN Rear Foot Elevated Split Squat,glutes,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Kettlebell thruster,glutes,kettlebell,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Taylor Kettlebell Swing,glutes,kettlebell,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
UN Goblet Squat,glutes,kettlebell,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Single-arm triceps kick-back,glutes,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,5,3
Holman Lateral High Knees to Quad Touch Jump,glutes,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,5,3
FYR2 Dumbbell Hip Thrust,glutes,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,4,3
FYR2 Glute Bridge Dumbbell Floor Press,glutes,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,5,3
Suspended Hip Thrust,glutes,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Single-leg cable hip extension,glutes,cable,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Pull Through,glutes,cable,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Cable rope pull-through deadlift,glutes,cable,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
UNS Cable Pull-Through,glutes,cable,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
30 Legs Glute-Ham Raise,glutes,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Glute bridge,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Single-leg glute bridge,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Step-up with knee raise,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Glute Kickback,glutes,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Standing hip extension,glutes,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Lying glute stretch,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Knee Across The Body,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Seated Glute,glutes,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
Lying Glute,glutes,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
One Knee To Chest,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Seated Glute Stretch,glutes,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Neck Bridge Supine,glutes,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
Walking High Knee,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Walking Butt Kicks,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Walking Glute Stretch,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Lunge kick,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Curtsy lunge,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Alternating standing glute stretch,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Side-lying leg lift,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
FYR Progressive High Knee,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Glute-Ham Raise - Gethin Variation,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Lunge glute stretch,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Natural Glute Ham Raise - Gethin Variation,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Groiner,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Alternating Donkey Kick,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Alternating Slow Step-Down With Chair,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Right Side Iron Cross,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Single-Leg Bridge,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
HM Hi-Low,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Kick-Back,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Left Side Iron Cross,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
HM Left Side-Kick,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Leg Lifts,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Walking lunge,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
High Plyometric Box Jump,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Barbell hip thrust-,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
UN Glute Bridge,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Holman Donkey Kick,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Holman Hip Raise with Alternating Kick,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Holman Left Leg Donkey Kick,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Holman Diagonal Right Leg Step-Out to Right Knee-Up,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Holman Right Leg Donkey Kick,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Holman Butt Tap to Jump,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Holman Butt Tap to Jump-Forward-Jump-Back,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Holman Traveling High Knees to Squat Thrust,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Holman Butt Kicker to High Knees,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Holman Daisy Cutter,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Holman Frogger,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Holman Hip Raise with Chest Press,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Total Fitness Bear Crawl,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Pigeon stretch,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Levitating side kick-through,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
30 Legs Hip Thrust,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Dumbbell single-leg hip thrust,glutes,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Medicine ball duck walk,glutes,medicine ball,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Exercise ball hip thrust,glutes,Exercise Ball,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Downward Facing Balance,glutes,Exercise Ball,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Band Good Morning (Pull Through),hamstrings,band,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Standing Hamstring and Calf Stretch,hamstrings,band,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Hamstring-SMR,hamstrings,Foam Roll,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
Barbell Deadlift,hamstrings,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Clean Deadlift,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Sumo deadlift,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Romanian Deadlift from Deficit,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Power Snatch,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Power Clean from Blocks,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Snatch Deadlift,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Power clean,hamstrings,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Hang Snatch,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Wide Stance Stiff Legs,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Clean,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Good Morning,hamstrings,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Barbell stiff-legged deadlift,hamstrings,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Romanian Deadlift,hamstrings,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Sumo Deadlift with Chains,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Sumo Deadlift with Bands,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Good Morning off Pins,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Stiff-Legged Deadlift,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Snatch Pull,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Hanging Bar Good Morning,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Reverse Band Sumo Deadlift,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Muscle Snatch,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Split Snatch,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Hang Snatch - Below Knees,hamstrings,barbell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
30 Legs Sumo Deadlift,hamstrings,barbell,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Kettlebell pass-through lunge,hamstrings,kettlebell,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Kettlebell One-Legged Deadlift,hamstrings,kettlebell,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Single-arm kettlebell clean,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Single-leg kettlebell deadlift,hamstrings,kettlebell,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Romanian Deadlift with Kettlebell,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Single-arm kettlebell swing,hamstrings,kettlebell,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Kettlebell Dead Clean,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Alternating Hang Clean,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
One-Arm Open Palm Kettlebell Clean,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Open Palm Kettlebell Clean,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Kettlebell Hang Clean,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Double Kettlebell Alternating Hang Clean,hamstrings,kettlebell,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Romanian Deadlift With Dumbbells,hamstrings,dumbbell,Beginner,1,1,Gain Muscle,upper legs,weight,5,11
Stiff-Legged Dumbbell Deadlift,hamstrings,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,4,3
Vertical Swing,hamstrings,dumbbell,Beginner,1,1,Gain Muscle,upper legs,weight,5,11
Dumbbell Fix Dumbbell Swing,hamstrings,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,4,3
Dumbbell Lying Hamstring Curl,hamstrings,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,3,3
30 Legs Dumbbell Stiff-Legged Deadlift,hamstrings,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,4,3
Box jump,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Box Jump (Multiple Response),hamstrings,weighted,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Sled push-,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Lying Hamstring,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Chair Leg Extended Stretch,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,5,11
Suspended Leg Curl,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Box Skip,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Power Stairs,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Seated Hamstring and Calf Stretch,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Hamstring slide,hamstrings,weighted,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Seated Band Hamstring Curl,hamstrings,weighted,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Lying cable leg curl,hamstrings,cable,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Standing cable leg curl,hamstrings,cable,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Lying Leg Curls,hamstrings,Machine,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Glute Ham Raise,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Reverse Hyperextension,hamstrings,Machine,Beginner,1,0,Gain Muscle,upper legs,weight,3,11
Seated Leg Curl,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Standing Leg Curl,hamstrings,Machine,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Smith machine stiff-legged deadlift,hamstrings,Machine,Beginner,1,0,Gain Muscle,upper legs,weight,4,11
Lying Leg Curl - Gethin Variation,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Paul Carter Leg Extension,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Lying leg curl,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Seated Hamstring Curl - Gethin Variation,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Single-leg lying leg curl,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,3,3
Leg curl,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Leg Extension - Gethin Variation,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Single-leg leg extension-,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
Lying Hamstring Curls - Gethin Variation,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
AM Seated Hamstring Curl,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
UP Hamstring Curl,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
30 Legs Leg Extension,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,4,3
30 Legs Seated Leg Curl,hamstrings,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,5,3
Natural Glute Ham Raise,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
Standing leg swing,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Linear Acceleration Wall Drill,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Knee Tuck Jump,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Leg-Up Hamstring Stretch,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Inchworm,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Moving Claw Series,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Lying groin stretch with band,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
90/90 Hamstring,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
World's greatest stretch,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
The Straddle,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Prone Manual Hamstring,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Knee To Chest,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
Hurdle Hops,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Hip Stretch With Twist,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
Linear 3-Part Start Technique,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
Alternating Leg Swing,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
Single-leg balance and reach,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
High Kick,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
Boss Everline 10-Yard Sprints,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Standing hamstring stretch,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Reverse lunge,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Alternating Cross Lunge,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Alternating Front Kick,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM World's Greatest Stretch,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Alternating Sprawl Kick-Through,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Alternating Step-Back,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Alternating Step-Up With Chair,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
HM Right Knee-Up,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Low Lunge With External Twist,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Ninja Crawl,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
HM Pigeon Stretch,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Single-Leg Deadlift Walk,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Total Fitness Hamstring Slide,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4,3
30 Legs Walking Lunge,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Glute ham raise-,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
Lying hamstring stretch with band,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,3,11
Upper Back-Leg Grab,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5,11
Seated Hamstring,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
Alternating lunge jump,hamstrings,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,4,11
Runner's Stretch,hamstrings,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Exercise ball leg curl,hamstrings,Exercise Ball,Intermediate,1,1,Gain Muscle,upper legs,duration,5,3
Ball Hamstring Hat Trick,hamstrings,Exercise Ball,Intermediate,1,1,Gain Muscle,upper legs,duration,3,3
Band-assisted pull-up,lats,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
Assisted Chin-Up,lats,band,Beginner,1,1,Gain Muscle,back,duration,5,67
UN Band Assisted Pull-up Pronated,lats,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
UN Band Assisted Pull-up Neutral,lats,band,Intermediate,1,1,Gain Muscle,back,duration,4,66
UN Band Assisted Pull-up Supinated,lats,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
FYR2 Monster Band Face-Pull Hold,lats,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
Single-arm band low row,lats,band,Intermediate,1,1,Gain Muscle,back,duration,4,66
Latissimus dorsi SMR,lats,Foam Roll,Intermediate,1,1,Gain Muscle,back,duration,5,66
Bent-arm barbell pull-over,lats,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
Barbell pull-over to press,lats,barbell,Beginner,1,0,Gain Muscle,back,weight,5,67
Single-arm barbell bent-over row,lats,barbell,Intermediate,1,0,Gain Muscle,back,weight,4,66
Reverse Barbell Row,lats,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
Side kick-through to kettlebell high pull,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
FYR2 Alternating Kettlebell Snatch,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
FYR2 Alternating Kettlebell Swing,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
FYR2 American Kettlebell Swing,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
FYR2 Double-Kettlebell Standing Clean,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
FYR2 Kettlebell Swing High Pull,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
FYR2 Kettlebell Swing-Clean-Press Combo,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
FYR2 Kettlebell Swing-Clean-Press-Row Combo,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
FYR2 Single-Arm Kettlebell Clean,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
FYR2 Single-Arm Kettlebell Swing,lats,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
PJR pull-over-,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Dumbbell seal row,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Incline Dumbbell Row - Gethin Variation,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
FYR Bent-Over Dumbbell Row,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Straight-Arm Dumbbell Pull-Over - Gethin Variation,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Bent-Over Dumbbell Row - Gethin Variation,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Bent-over dumbbell rear delt fly,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
Band Resisted Dumbbell Row,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Holman Right Arm Weighted Half Jack,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Holman Left Arm Weighted Half Jack,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Holman Renegade Row,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Holman Renegade Row with Opposite Foot Step-Out,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
Holman Renegade Row to Weighted Burpee,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Holman Weighted Double-Arm Cross Punch,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Holman Standing Flat Back Row,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Total Fitness Dumbbell Isometric Row Hold,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
Dumbbell renegade row,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
MetaBurn Bent-Over Row to Rear-Delt Raise,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
FYR2 Bent-Over Reverse Fly,lats,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Weighted pull-up,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,4,66
Rocky Pull-Ups/Pulldowns,lats,weighted,Beginner,1,0,Gain Muscle,back,weight,3,67
Gironda Sternum Chins,lats,weighted,Beginner,1,0,Gain Muscle,back,weight,4,67
